Code;Ward name;LAD code;Borough;2001/02;2002/03;2003/04;2004/05;2005/06;2006/07;2007/08;2008/09;2009/10;2010/11;2011/12;2012/13;;2001/02;2002/03;2003/04;2004/05;2005/06;2006/07;2007/08;2008/09;2009/10;2010/11;2011/12;2012/13
E05000161;Selhurst;E09000008;Croydon;26650;26870;27970;29610;30060;31870;32370;34650;34620;35900;37160;37920;;22350;22590;23180;24490;24490;25860;26580;27380;28540;29280;30670;31220
E05000162;Selsdon and Ballards;E09000008;Croydon;39950;40360;42050;44530;45200;47890;48590;51950;51840;53670;55460;56510;;32460;32880;33780;35720;35730;37740;38770;39910;41560;42590;44580;45320
E05000163;Shirley;E09000008;Croydon;33490;33890;35370;37530;38170;40540;41220;44160;44160;45810;47420;48410;;27790;28190;29000;30720;30780;32570;33520;34560;36050;37010;38790;39500
E05000164;South Norwood;E09000008;Croydon;29290;29560;30780;32600;33110;35120;35680;38200;38180;39590;40990;41840;;24520;24810;25470;26930;26940;28470;29270;30160;31440;32270;33810;34430
E05000165;Thornton Heath;E09000008;Croydon;29010;29250;30440;32200;32670;34620;35130;37570;37510;38850;40180;40960;;24300;24560;25190;26610;26590;28070;28840;29680;30910;31680;33160;33720
E05000166;Upper Norwood;E09000008;Croydon;30280;30740;32200;34280;35010;37320;38100;40980;41150;42860;44560;45670;;25310;25750;26590;28250;28410;30170;31160;32250;33770;34800;36620;37430
E05000167;Waddon;E09000008;Croydon;29920;30150;31360;33170;33650;35640;36160;38660;38580;39950;41300;42100;;25020;25290;25930;27380;27360;28870;29650;30510;31760;32550;34060;34630
E05000168;West Thornton;E09000008;Croydon;28040;28240;29340;31010;31440;33290;33760;36100;36030;37320;38590;39350;;23510;23730;24310;25650;25610;27020;27730;28530;29700;30440;31860;32400
E05000169;Woodside;E09000008;Croydon;29660;29840;30990;32730;33150;35060;35530;37940;37820;39130;40420;41170;;24820;25040;25640;27030;26970;28420;29150;29960;31160;31900;33360;33890
E05000170;Acton Central;E09000009;Ealing;34850;34940;36150;38020;38350;40390;40760;43340;43030;44340;45610;46260;;27780;27950;28520;29970;29800;31300;31980;32740;33930;34610;36060;36500
E05000171;Cleveland;E09000009;Ealing;37030;37500;39160;41570;42290;44910;45670;48920;48910;50720;52490;53560;;29330;29770;30650;32480;32550;34440;35450;36550;38120;39120;41000;41730
E05000172;Dormers Wells;E09000009;Ealing;25320;25580;26680;28300;28810;30620;31190;33490;33570;34920;36260;37130;;20380;20640;21220;22470;22520;23850;24590;25400;26560;27340;28740;29350
E05000173;Ealing Broadway;E09000009;Ealing;45400;45490;47010;49370;49720;52270;52640;55870;55360;56930;58450;59190;;34920;35140;35860;37670;37420;39270;40090;41010;42460;43270;45030;45540
E05000174;Ealing Common;E09000009;Ealing;42230;42420;43940;46260;46690;49190;49650;52800;52410;53990;55520;56300;;32860;33130;33870;35640;35470;37290;38130;39070;40500;41330;43070;43600
E05000175;East Acton;E09000009;Ealing;30640;30750;31860;33560;33910;35790;36200;38580;38400;39660;40890;41590;;24650;24820;25350;26660;26540;27920;28570;29310;30430;31110;32470;32930
E05000176;Elthorne;E09000009;Ealing;34850;35210;36710;38890;39510;41900;42540;45520;45460;47090;48700;49650;;27780;28150;28930;30600;30620;32360;33260;34250;35690;36600;38320;38970
E05000177;Greenford Broadway;E09000009;Ealing;27450;27620;28690;30310;30730;32530;33000;35290;35240;36510;37770;38540;;22140;22330;22870;24110;24070;25390;26060;26820;27930;28630;29980;30500
E05000178;Greenford Green;E09000009;Ealing;32950;33060;34240;36060;36440;38460;38900;41480;41300;42680;44040;44830;;26390;26560;27130;28540;28420;29900;30620;31420;32650;33390;34890;35420
E05000179;Hanger Hill;E09000009;Ealing;43090;43330;44920;47340;47830;50440;50950;54230;53880;55540;57160;58010;;33430;33730;34520;36350;36210;38100;38990;39980;41480;42360;44180;44760
E05000180;Hobbayne;E09000009;Ealing;33020;33230;34500;36430;36900;39030;39550;42240;42120;43590;45040;45900;;26440;26690;27330;28820;28750;30310;31100;31970;33260;34070;35640;36220
E05000181;Lady Margaret;E09000009;Ealing;29170;29360;30500;32230;32670;34590;35100;37540;37490;38860;40220;41060;;23510;23730;24300;25630;25590;27000;27720;28530;29730;30490;31940;32520
E05000182;Northfield;E09000009;Ealing;44550;45060;47000;49810;50610;53680;54520;58340;58270;60380;62460;63700;;34380;34870;35850;37950;37990;40160;41290;42530;44330;45480;47640;48480
E05000183;North Greenford;E09000009;Ealing;33610;33790;35060;36990;37430;39550;40040;42720;42560;44010;45430;46250;;26880;27110;27740;29220;29140;30690;31460;32310;33590;34370;35920;36480
E05000184;Northolt Mandeville;E09000009;Ealing;27770;28060;29260;31030;31560;33520;34110;36580;36620;38040;39450;40330;;22400;22690;23320;24680;24730;26170;26950;27800;29040;29840;31330;31950
E05000185;Northolt West End;E09000009;Ealing;24830;25060;26120;27690;28170;29920;30460;32690;32750;34050;35340;36170;;19970;20200;20750;21960;21990;23280;23980;24760;25870;26620;27970;28550
E05000186;Norwood Green;E09000009;Ealing;27050;27110;28050;29530;29830;31480;31840;33960;33820;34950;36080;36730;;21820;21920;22350;23480;23350;24550;25120;25770;26760;27370;28590;29020
E05000187;Perivale;E09000009;Ealing;33250;33410;34650;36540;36960;39040;39520;42170;42010;43440;44840;45650;;26610;26820;27430;28890;28800;30330;31080;31910;33180;33950;35490;36040
E05000188;South Acton;E09000009;Ealing;32710;32790;33910;35660;35970;37880;38220;40650;40350;41560;42750;43350;;26210;26360;26890;28250;28080;29480;30110;30820;31930;32560;33900;34300
E05000189;Southall Broadway;E09000009;Ealing;25380;25490;26440;27900;28250;29890;30310;32410;32360;33540;34720;35440;;20430;20570;21020;22130;22070;23250;23860;24530;25550;26200;27440;27930
E05000190;Southall Green;E09000009;Ealing;25030;25120;26040;27460;27780;29360;29740;31760;31670;32780;33880;34530;;20140;20260;20680;21760;21670;22810;23370;24010;24960;25550;26720;27150
E05000191;Southfield;E09000009;Ealing;46670;47210;49230;52170;52990;56170;57020;60970;60850;63010;65120;66360;;35730;36240;37270;39430;39460;41700;42860;44130;45970;47130;49330;50170
E05000192;Walpole;E09000009;Ealing;44060;44340;46010;48540;49090;51840;52440;55900;55640;57460;59250;60250;;34060;34390;35220;37130;37020;38990;39960;41030;42630;43610;45560;46240
E05000193;Bowes;E09000010;Enfield;32760;32940;34180;36070;36520;38600;39100;41750;41620;43050;44470;45290;;26650;26880;27510;28980;28910;30460;31230;32090;33370;34170;35730;36300
E05000194;Bush Hill Park;E09000010;Enfield;37880;38150;39630;41860;42400;44850;45450;48540;48400;50080;51730;52700;;30430;30740;31490;33230;33170;34970;35880;36890;38390;39320;41130;41800
E05000195;Chase;E09000010;Enfield;31370;31710;33070;35060;35660;37860;38510;41270;41290;42860;44410;45360;;25590;25930;26650;28210;28260;29900;30770;31740;33120;34020;35680;36350
E05000196;Cockfosters;E09000010;Enfield;39170;39510;41110;43480;44100;46710;47390;50660;50560;52370;54140;55190;;31340;31710;32530;34370;34350;36260;37240;38330;39920;40920;42840;43570
E05000197;Edmonton Green;E09000010;Enfield;22660;22860;23810;25240;25660;27260;27750;29770;29830;31010;32180;32940;;18250;18450;18930;20020;20050;21220;21850;22560;23570;24250;25480;26010
E05000198;Enfield Highway;E09000010;Enfield;27210;27280;28240;29730;30030;31690;32050;34160;34000;35120;36230;36850;;22230;22340;22780;23940;23810;25020;25600;26240;27240;27830;29040;29450
E05000199;Enfield Lock;E09000010;Enfield;28530;28560;29510;31010;31270;32930;33220;35340;35090;36170;37220;37780;;23320;23400;23840;25000;24820;26030;26580;27190;28160;28710;29890;30240
E05000200;Grange;E09000010;Enfield;41690;42080;43800;46350;47020;49790;50500;53970;53840;55720;57560;58640;;33080;33490;34380;36330;36320;38340;39370;40510;42180;43210;45220;45960
E05000201;Haselbury;E09000010;Enfield;27120;27220;28200;29720;30050;31730;32110;34250;34110;35250;36380;37020;;22150;22280;22750;23930;23820;25060;25650;26320;27330;27940;29170;29600
E05000202;Highlands;E09000010;Enfield;38650;39070;40730;43150;43840;46490;47210;50520;50460;52280;54070;55140;;30980;31390;32270;34140;34160;36110;37120;38230;39840;40860;42790;43540
E05000203;Jubilee;E09000010;Enfield;27350;27530;28610;30240;30650;32460;32930;35220;35160;36430;37690;38450;;22350;22550;23090;24360;24320;25650;26340;27100;28220;28920;30280;30800
E05000204;Lower Edmonton;E09000010;Enfield;26080;26140;27050;28480;28760;30350;30690;32710;32560;33640;34700;35300;;21280;21370;21790;22880;22750;23900;24440;25050;26000;26560;27720;28110
E05000205;Palmers Green;E09000010;Enfield;34560;34730;36020;38000;38440;40620;41120;43870;43710;45190;46640;47480;;28010;28240;28890;30430;30330;31950;32740;33630;34960;35770;37390;37970
E05000206;Ponders End;E09000010;Enfield;26180;26270;27200;28660;28980;30610;30980;33050;32930;34060;35170;35810;;21370;21480;21910;23040;22930;24120;24690;25340;26320;26920;28130;28560
E05000207;Southbury;E09000010;Enfield;30230;30380;31500;33220;33610;35500;35940;38340;38180;39470;40720;41440;;24690;24880;25430;26780;26680;28080;28770;29530;30680;31380;32770;33260
E05000208;Southgate;E09000010;Enfield;38810;38970;40360;42510;42940;45280;45750;48720;48440;49980;51490;52310;;31080;31320;32010;33690;33540;35270;36100;37020;38420;39250;40950;41520
E05000209;Southgate Green;E09000010;Enfield;38090;38450;40040;42380;43020;45590;46280;49500;49430;51210;52970;54020;;30580;30960;31780;33600;33600;35490;36470;37550;39120;40120;42010;42750
E05000210;Town;E09000010;Enfield;37720;38060;39610;41920;42540;45070;45750;48930;48860;50620;52350;53390;;30310;30670;31480;33270;33260;35130;36090;37160;38710;39700;41580;42300
E05000211;Turkey Street;E09000010;Enfield;27090;27120;28030;29470;29730;31330;31650;33710;33530;34610;35680;36270;;22130;22200;22610;23720;23560;24720;25260;25880;26830;27390;28570;28960
E05000212;Upper Edmonton;E09000010;Enfield;25320;25480;26470;27980;28370;30060;30510;32640;32610;33810;34990;35720;;20620;20800;21290;22450;22420;23650;24290;25000;26040;26710;27980;28480
E05000213;Winchmore Hill;E09000010;Enfield;41830;42180;43860;46370;47000;49740;50430;53870;53730;55600;57440;58520;;33180;33560;34420;36350;36310;38310;39330;40450;42100;43140;45130;45880
E05000214;Abbey Wood;E09000011;Greenwich;25800;26210;27480;29310;29970;32010;32740;35290;35500;37050;38590;39630;;20860;21250;21970;23390;23570;25080;25970;26940;28270;29200;30790;31540
E05000215;Blackheath Westcombe;E09000011;Greenwich;41510;42300;44450;47450;48550;51840;53000;57070;57330;59750;62130;63690;;32820;33500;34670;36920;37180;39530;40880;42330;44340;45710;48100;49160
E05000216;Charlton;E09000011;Greenwich;30630;31210;32800;35050;35910;38400;39320;42420;42700;44590;46470;47740;;24850;25370;26290;28030;28270;30120;31200;32380;34000;35120;37040;37940
E05000217;Coldharbour and New Eltham;E09000011;Greenwich;32640;33060;34550;36710;37410;39810;40580;43590;43700;45460;47210;48340;;26410;26820;27620;29300;29400;31170;32150;33230;34750;35770;37600;38390
E05000218;Eltham North;E09000011;Greenwich;35950;36560;38350;40890;41790;44600;45580;49070;49310;51400;53470;54840;;28890;29440;30430;32370;32580;34630;35800;37070;38850;40050;42170;43120
E05000219;Eltham South;E09000011;Greenwich;31760;32130;33550;35620;36270;38570;39290;42170;42260;43930;45600;46660;;25730;26100;26860;28470;28550;30250;31180;32200;33660;34630;36370;37120
E05000220;Eltham West;E09000011;Greenwich;25380;26070;27640;29770;30750;33140;34200;37170;37690;39630;41570;42970;;20500;21140;22100;23790;24210;26010;27170;28430;30070;31290;33220;34250
E05000221;Glyndon;E09000011;Greenwich;25720;26140;27430;29270;29950;32010;32760;35340;35580;37160;38730;39810;;20800;21200;21930;23360;23550;25080;25990;26980;28340;29290;30910;31690
E05000222;Greenwich West;E09000011;Greenwich;36720;37220;38910;41340;42110;44770;45570;48860;48890;50730;52540;53640;;29450;29920;30830;32700;32800;34740;35790;36930;38550;39590;41510;42270
E05000223;Kidbrooke with Hornfair;E09000011;Greenwich;29280;29760;31200;33270;34020;36320;37140;40010;40240;41980;43710;44870;;23770;24220;25030;26640;26820;28530;29520;30600;32100;33130;34910;35740
E05000224;Middle Park and Sutcliffe;E09000011;Greenwich;29150;29590;30990;33010;33720;35970;36760;39580;39790;41500;43200;44350;;23670;24080;24860;26430;26590;28260;29220;30280;31750;32760;34520;35340
E05000225;Peninsula;E09000011;Greenwich;35160;35740;37480;39940;40800;43500;44410;47750;47920;49880;51810;53050;;28310;28840;29800;31690;31870;33850;34960;36170;37850;38980;40980;41840
E05000226;Plumstead;E09000011;Greenwich;26990;27360;28620;30450;31080;33130;33830;36400;36560;38100;39640;40660;;21880;22230;22930;24360;24480;26000;26870;27820;29150;30070;31660;32390
E05000227;Shooters Hill;E09000011;Greenwich;32240;32760;34350;36620;37430;39940;40820;43960;44180;46070;47940;49190;;26100;26590;27470;29230;29420;31270;32330;33500;35110;36220;38150;39030
E05000228;Thamesmead Moorings;E09000011;Greenwich;28840;29250;30620;32590;33270;35440;36170;38890;39020;40610;42190;43220;;23410;23810;24560;26100;26230;27850;28760;29750;31140;32070;33720;34450
E05000229;Woolwich Common;E09000011;Greenwich;24690;25070;26280;28020;28660;30620;31330;33790;34020;35540;37050;38090;;19900;20260;20940;22300;22470;23920;24780;25730;27030;27950;29500;30260
E05000230;Woolwich Riverside;E09000011;Greenwich;25050;25690;27190;29260;30200;32520;33540;36430;36930;38820;40710;42080;;20210;20800;21730;23360;23750;25510;26630;27850;29450;30640;32530;33540
E05000231;Brownswood;E09000012;Hackney;31180;31780;33410;35720;36600;39160;40120;43310;43620;45580;47530;48860;;26110;26680;27640;29490;29750;31710;32870;34120;35850;37050;39090;40070
E05000232;Cazenove;E09000012;Hackney;28520;29140;30730;32940;33870;36360;37380;40490;40940;42940;44940;46380;;23910;24490;25450;27240;27580;29500;30690;31980;33720;34980;37060;38130
E05000233;Chatham;E09000012;Hackney;25870;26260;27520;29330;29990;32010;32730;35270;35470;37010;38540;39570;;21600;21980;22710;24170;24340;25900;26800;27790;29160;30110;31750;32510
E05000234;Clissold;E09000012;Hackney;35380;36140;38080;40770;41840;44810;45950;49620;50010;52270;54520;56050;;29430;30110;31250;33370;33700;35940;37270;38710;40670;42030;44350;45450
E05000235;Dalston;E09000012;Hackney;28740;29380;30990;33230;34160;36660;37670;40780;41190;43160;45120;46500;;24100;24690;25670;27480;27820;29740;30920;32200;33920;35160;37200;38230
E05000236;De Beauvoir;E09000012;Hackney;30140;30740;32340;34600;35480;37990;38950;42070;42410;44330;46250;47560;;25270;25830;26780;28590;28870;30800;31950;33190;34890;36080;38090;39060
E05000237;Hackney Central;E09000012;Hackney;27540;28010;29410;31400;32150;34380;35200;37980;38250;39960;41670;42840;;23060;23520;24350;25950;26170;27880;28900;30000;31520;32590;34390;35260
E05000238;Hackney Downs;E09000012;Hackney;28040;28510;29910;31920;32660;34900;35720;38520;38770;40490;42200;43360;;23500;23950;24770;26390;26590;28310;29330;30430;31950;33010;34830;35700
E05000239;Haggerston;E09000012;Hackney;27020;27630;29150;31270;32160;34520;35490;38430;38820;40680;42530;43830;;22610;23190;24120;25840;26180;28000;29140;30360;32000;33170;35110;36080
E05000240;Hoxton;E09000012;Hackney;26560;27110;28560;30590;31420;33680;34580;37400;37740;39510;41270;42490;;22210;22740;23620;25260;25560;27310;28380;29530;31100;32210;34060;34970
E05000241;King's Park;E09000012;Hackney;25200;25590;26820;28600;29260;31250;31990;34500;34740;36300;37860;38930;;21000;21380;22100;23530;23710;25240;26150;27150;28530;29510;31160;31970
E05000242;Leabridge;E09000012;Hackney;29810;30070;31310;33160;33680;35730;36310;38890;38880;40330;41770;42650;;24990;25270;25940;27420;27430;28990;29820;30730;32040;32890;34480;35110
E05000243;Lordship;E09000012;Hackney;30560;31160;32800;35100;36010;38580;39590;42810;43200;45230;47270;48700;;25600;26180;27150;28990;29290;31260;32450;33750;35520;36780;38890;39940
E05000244;New River;E09000012;Hackney;25940;26560;28060;30140;31060;33410;34430;37380;37880;39830;41790;43230;;21670;22250;23180;24870;25250;27080;28250;29520;31220;32480;34500;35590
E05000245;Queensbridge;E09000012;Hackney;26870;27560;29160;31360;32330;34780;35830;38870;39340;41290;43240;44620;;22480;23130;24130;25920;26320;28220;29420;30710;32420;33670;35680;36720
E05000246;Springfield;E09000012;Hackney;25560;26050;27400;29320;30090;32240;33100;35800;36150;37870;39590;40810;;21330;21800;22610;24160;24430;26090;27120;28240;29750;30840;32650;33570
E05000247;Stoke Newington Central;E09000012;Hackney;33340;33960;35700;38140;39070;41770;42770;46140;46440;48500;50540;51920;;27840;28420;29430;31380;31640;33700;34900;36210;38010;39260;41400;42400
E05000248;Victoria;E09000012;Hackney;28940;29480;30990;33120;33940;36320;37220;40180;40490;42320;44150;45410;;24260;24770;25670;27380;27640;29470;30550;31740;33360;34500;36420;37350
E05000249;Wick;E09000012;Hackney;25730;26160;27460;29310;30000;32070;32840;35440;35700;37300;38910;40010;;21480;21900;22660;24150;24360;25950;26900;27940;29360;30360;32060;32890
E05000250;Addison;E09000013;Hammersmith and Fulham;41130;41890;44000;46970;48050;51310;52450;56490;56770;59180;61570;63150;;29320;29920;30950;32960;33190;35300;36500;37810;39620;40850;43000;43970
E05000251;Askew;E09000013;Hammersmith and Fulham;38070;38470;40110;42500;43180;45800;46520;49790;49740;51550;53330;54390;;27350;27710;28480;30130;30160;31870;32770;33760;35180;36090;37790;38450
E05000252;Avonmore and Brook Green;E09000013;Hammersmith and Fulham;42010;42600;44550;47350;48250;51340;52310;56160;56270;58510;60720;62140;;29870;30360;31290;33200;33320;35310;36410;37610;39310;40440;42480;43350
E05000253;College Park and Old Oak;E09000013;Hammersmith and Fulham;28690;29120;30500;32480;33180;35380;36140;38890;39070;40710;42340;43410;;20780;21140;21830;23210;23350;24810;25650;26560;27830;28700;30210;30890
E05000254;Fulham Broadway;E09000013;Hammersmith and Fulham;40600;41210;43130;45890;46790;49800;50750;54480;54580;56730;58830;60160;;28980;29480;30410;32290;32420;34380;35450;36620;38270;39350;41310;42130
E05000255;Fulham Reach;E09000013;Hammersmith and Fulham;42240;42670;44460;47090;47820;50680;51450;55030;54940;56900;58830;59970;;30010;30410;31240;33040;33050;34920;35880;36940;38490;39460;41310;42010
E05000256;Hammersmith Broadway;E09000013;Hammersmith and Fulham;38600;39080;40810;43320;44090;46830;47630;51050;51060;52970;54860;56010;;27690;28110;28940;30660;30730;32530;33490;34530;36030;37000;38790;39500
E05000257;Munster;E09000013;Hammersmith and Fulham;49260;50070;52470;55860;57010;60730;61940;66550;66740;69440;72100;73820;;34250;34880;36010;38260;38440;40780;42080;43500;45490;46830;49210;50240
E05000258;North End;E09000013;Hammersmith and Fulham;39600;39980;41630;44070;44740;47400;48100;51440;51340;53170;54960;56020;;28340;28690;29460;31140;31140;32890;33790;34770;36220;37120;38850;39510
E05000259;Palace Riverside;E09000013;Hammersmith and Fulham;52520;53460;56100;59810;61110;65150;66500;71490;71720;74640;77510;79350;;36120;36830;38070;40490;40710;43230;44630;46150;48280;49710;52240;53330
E05000260;Parsons Green and Walham;E09000013;Hammersmith and Fulham;55370;56310;59050;62920;64270;68510;69940;75220;75500;78620;81720;83750;;37720;38430;39690;42190;42420;45030;46500;48100;50340;51850;54530;55720
E05000261;Ravenscourt Park;E09000013;Hammersmith and Fulham;47450;47830;49740;52560;53250;56310;57030;60860;60620;62640;64610;65710;;33180;33560;34420;36340;36280;38260;39250;40330;41930;42910;44840;45510
E05000262;Sands End;E09000013;Hammersmith and Fulham;44680;45180;47120;49930;50720;53780;54590;58380;58270;60320;62320;63490;;31520;31960;32860;34770;34800;36780;37800;38910;40530;41530;43460;44170
E05000263;Shepherd's Bush Green;E09000013;Hammersmith and Fulham;35780;36140;37660;39910;40550;43030;43730;46830;46810;48560;50280;51330;;25820;26150;26870;28420;28450;30080;30940;31880;33250;34130;35770;36430
E05000264;Town;E09000013;Hammersmith and Fulham;47400;48130;50380;53580;54610;58090;59150;63450;63520;65950;68340;69820;;33160;33740;34800;36940;37070;39290;40490;41790;43640;44840;47040;47940
E05000265;Wormholt and White City;E09000013;Hammersmith and Fulham;31660;31900;33180;35090;35600;37710;38280;40950;40900;42390;43850;44740;;22960;23190;23770;25100;25080;26470;27190;27990;29160;29900;31310;31860
E05000266;Alexandra;E09000014;Haringey;47070;47770;49980;53140;54160;57610;58690;62990;63090;65560;68010;69550;;35500;36100;37220;39490;39640;42010;43300;44720;46720;48040;50440;51450
E05000267;Bounds Green;E09000014;Haringey;30740;31060;32380;34340;34930;37100;37750;40490;40540;42120;43700;44700;;24190;24500;25180;26660;26700;28260;29100;30030;31370;32250;33860;34550
E05000268;Bruce Grove;E09000014;Haringey;26770;27050;28210;29930;30460;32390;32990;35430;35520;36960;38390;39330;;21030;21300;21890;23180;23240;24620;25380;26220;27420;28230;29690;30340
E05000269;Crouch End;E09000014;Haringey;47430;48200;50500;53750;54830;58360;59490;63870;63990;66510;68990;70560;;35720;36370;37540;39870;40050;42460;43790;45240;47280;48620;51050;52070
E05000270;Fortis Green;E09000014;Haringey;45410;46110;48280;51350;52350;55700;56740;60890;60980;63350;65680;67140;;34440;35040;36150;38370;38520;40830;42090;43460;45400;46670;48990;49950
E05000271;Harringay;E09000014;Haringey;32830;33190;34630;36740;37400;39750;40480;43460;43560;45300;47050;48190;;25770;26120;26870;28460;28530;30210;31140;32160;33620;34600;36370;37150
E05000272;Highgate;E09000014;Haringey;48830;49710;52150;55590;56770;60490;61690;66270;66420;69050;71630;73250;;36590;37310;38560;41000;41220;43740;45140;46640;48760;50150;52660;53710
E05000273;Hornsey;E09000014;Haringey;35480;35980;37630;40010;40790;43410;44230;47500;47590;49480;51340;52520;;27720;28170;29040;30820;30940;32800;33820;34940;36520;37570;39460;40260
E05000274;Muswell Hill;E09000014;Haringey;48780;49650;52090;55520;56720;60460;61700;66320;66520;69220;71870;73580;;36560;37270;38520;40960;41190;43720;45140;46670;48820;50250;52810;53910
E05000275;Noel Park;E09000014;Haringey;26750;27070;28270;30030;30600;32560;33200;35680;35790;37260;38720;39680;;21020;21310;21940;23260;23350;24760;25550;26410;27640;28480;29960;30620
E05000276;Northumberland Park;E09000014;Haringey;22120;22370;23350;24810;25290;26940;27500;29590;29730;31000;32270;33120;;17010;17230;17730;18800;18880;20050;20710;21460;22500;23220;24490;25090
E05000277;St Ann's;E09000014;Haringey;27690;28060;29360;31240;31900;34010;34740;37420;37620;39250;40880;41990;;21780;22130;22820;24240;24380;25900;26780;27750;29100;30050;31680;32460
E05000278;Seven Sisters;E09000014;Haringey;27430;27920;29340;31360;32150;34410;35290;38130;38470;40260;42060;43330;;21570;22020;22810;24340;24570;26210;27200;28290;29770;30830;32610;33500
E05000279;Stroud Green;E09000014;Haringey;40080;40640;42500;45180;46040;48970;49890;53540;53630;55740;57820;59130;;30920;31430;32400;34370;34490;36550;37680;38910;40660;41810;43900;44780
E05000280;Tottenham Green;E09000014;Haringey;25030;25340;26490;28170;28740;30630;31260;33640;33790;35220;36640;37600;;19570;19860;20470;21730;21840;23190;23960;24810;26000;26820;28250;28920
E05000281;Tottenham Hale;E09000014;Haringey;24200;24450;25510;27070;27570;29330;29890;32110;32210;33530;34850;35720;;18860;19090;19630;20790;20850;22100;22800;23570;24670;25410;26740;27340
E05000282;West Green;E09000014;Haringey;27680;27940;29110;30860;31380;33330;33930;36400;36470;37910;39350;40290;;21780;22030;22620;23940;23970;25370;26130;26970;28190;29000;30470;31110
E05000283;White Hart Lane;E09000014;Haringey;22430;22810;23950;25580;26220;28060;28770;31090;31370;32830;34300;35340;;17280;17630;18270;19490;19690;21020;21830;22730;23940;24820;26270;27010
E05000284;Woodside;E09000014;Haringey;29240;29440;30600;32350;32810;34760;35290;37770;37750;39150;40550;41420;;23020;23240;23800;25120;25090;26480;27210;28020;29210;29970;31420;32010
E05000285;Belmont;E09000015;Harrow;38680;38980;40520;42810;43380;45900;46520;49700;49570;51300;53010;54020;;30700;31030;31820;33580;33540;35380;36310;37340;38870;39830;41680;42380
E05000286;Canons;E09000015;Harrow;37370;37530;38890;40960;41380;43650;44110;46990;46720;48210;49670;50460;;29790;30030;30700;32310;32180;33850;34650;35540;36890;37700;39340;39890
E05000287;Edgware;E09000015;Harrow;30920;31010;32110;33820;34170;36050;36460;38870;38700;39980;41250;41980;;25110;25260;25800;27130;27000;28400;29080;29830;30990;31690;33100;33600
E05000288;Greenhill;E09000015;Harrow;32800;33150;34560;36640;37240;39530;40180;43040;43040;44650;46250;47230;;26510;26870;27620;29230;29270;30950;31850;32830;34250;35170;36870;37550
E05000289;Harrow on the Hill;E09000015;Harrow;35980;36250;37680;39810;40340;42670;43240;46180;46040;47630;49190;50100;;28820;29120;29860;31510;31460;33180;34040;35000;36410;37290;39000;39630
E05000290;Harrow Weald;E09000015;Harrow;32860;33140;34480;36470;37000;39200;39770;42540;42470;43990;45490;46390;;26560;26860;27560;29110;29100;30720;31550;32480;33830;34680;36310;36940
E05000291;Hatch End;E09000015;Harrow;39610;39800;41260;43480;43950;46390;46920;50020;49790;51440;53060;53990;;31330;31590;32320;34040;33920;35710;36580;37550;39020;39920;41710;42350
E05000292;Headstone North;E09000015;Harrow;40890;41240;42900;45350;45970;48650;49300;52660;52500;54310;56080;57100;;32190;32570;33410;35290;35250;37190;38180;39260;40850;41840;43760;44470
E05000293;Headstone South;E09000015;Harrow;36690;36830;38140;40160;40560;42760;43200;45990;45720;47170;48580;49350;;29310;29530;30180;31750;31610;33240;34010;34870;36180;36960;38560;39090
E05000294;Kenton East;E09000015;Harrow;29800;29920;31010;32690;33070;34940;35380;37770;37660;38980;40280;41060;;24250;24420;24960;26270;26170;27560;28250;29020;30190;30920;32340;32880
E05000295;Kenton West;E09000015;Harrow;36080;36160;37400;39330;39690;41830;42240;44980;44730;46170;47600;48400;;28890;29060;29660;31170;31000;32590;33330;34180;35480;36260;37850;38400
E05000296;Marlborough;E09000015;Harrow;30990;31170;32360;34160;34590;36580;37070;39600;39490;40880;42260;43080;;25160;25380;25980;27390;27320;28800;29540;30370;31600;32370;33870;34450
E05000297;Pinner;E09000015;Harrow;37050;37680;39530;42150;43070;45940;46930;50500;50720;52840;54940;56320;;29570;30140;31140;33130;33330;35400;36580;37860;39650;40860;43000;43950
E05000298;Pinner South;E09000015;Harrow;42390;43240;45460;48540;49660;53010;54150;58260;58470;60850;63190;64680;;33190;33900;35090;37370;37630;39990;41320;42750;44740;46060;48410;49420
E05000299;Queensbury;E09000015;Harrow;31540;31720;32910;34730;35170;37190;37690;40260;40160;41590;43000;43850;;25580;25800;26400;27820;27750;29250;30000;30850;32110;32900;34440;35030
E05000300;Rayners Lane;E09000015;Harrow;36570;36820;38260;40410;40940;43310;43900;46910;46790;48450;50080;51060;;29230;29530;30260;31930;31870;33620;34500;35490;36940;37860;39630;40310
E05000301;Roxbourne;E09000015;Harrow;28410;28620;29760;31470;31920;33820;34320;36710;36660;38000;39310;40110;;23160;23390;23980;25320;25290;26700;27420;28220;29400;30150;31580;32130
E05000302;Roxeth;E09000015;Harrow;32100;32240;33410;35220;35610;37610;38060;40600;40440;41810;43160;43940;;26000;26190;26770;28180;28080;29560;30280;31090;32320;33070;34560;35110
E05000303;Stanmore Park;E09000015;Harrow;37570;37650;38920;40910;41230;43400;43760;46510;46150;47520;48850;49520;;29930;30110;30720;32270;32080;33680;34410;35220;36490;37210;38750;39210
E05000304;Wealdstone;E09000015;Harrow;29880;29930;30960;32560;32860;34630;34980;37250;37040;38220;39390;40040;;24310;24430;24910;26170;26010;27330;27940;28630;29700;30330;31640;32080
