Code;Ward name;LAD code;Borough;2001/02;2002/03;2003/04;2004/05;2005/06;2006/07;2007/08;2008/09;2009/10;2010/11;2011/12;2012/13;;2001/02;2002/03;2003/04;2004/05;2005/06;2006/07;2007/08;2008/09;2009/10;2010/11;2011/12;2012/13
E05000305;West Harrow;E09000015;Harrow;35860;36210;37720;39940;40550;42980;43630;46670;46600;48280;49930;50910;;28730;29100;29890;31600;31610;33390;34310;35330;36810;37740;39520;40210
E05000306;Brooklands;E09000016;Havering;29920;30180;31410;33250;33750;35790;36350;38920;38890;40330;41760;42630;;25160;25450;26110;27590;27590;29150;29970;30870;32190;33030;34620;35250
E05000307;Cranham;E09000016;Havering;34940;35420;37040;39370;40130;42710;43530;46750;46870;48750;50610;51810;;29050;29520;30420;32280;32400;34350;35430;36610;38280;39390;41390;42250
E05000308;Elm Park;E09000016;Havering;29740;29960;31140;32910;33380;35350;35880;38380;38340;39740;41130;41990;;25020;25270;25890;27330;27300;28810;29590;30460;31740;32560;34110;34730
E05000309;Emerson Park;E09000016;Havering;38080;38430;40000;42330;42950;45510;46190;49410;49340;51120;52880;53940;;31340;31720;32570;34410;34410;36340;37340;38450;40060;41090;43030;43790
E05000310;Gooshays;E09000016;Havering;23390;23720;24840;26460;27030;28840;29480;31760;31940;33330;34710;35640;;19590;19930;20570;21870;22020;23410;24230;25120;26360;27220;28700;29400
E05000311;Hacton;E09000016;Havering;33660;34000;35430;37530;38140;40470;41130;44070;44070;45740;47390;48420;;28090;28440;29220;30910;30940;32710;33650;34700;36200;37180;39000;39740
E05000312;Harold Wood;E09000016;Havering;30650;31000;32350;34330;34950;37140;37820;40580;40650;42260;43850;44860;;25750;26110;26860;28450;28520;30200;31120;32130;33580;34530;36270;37010
E05000313;Havering Park;E09000016;Havering;28570;28780;29930;31660;32120;34040;34570;37010;36990;38370;39740;40590;;24060;24310;24920;26310;26290;27770;28540;29390;30650;31460;32980;33590
E05000314;Heaton;E09000016;Havering;24190;24460;25540;27120;27630;29410;29980;32220;32320;33650;34970;35830;;20320;20600;21190;22470;22540;23900;24660;25500;26690;27500;28930;29560
E05000315;Hylands;E09000016;Havering;34240;34530;35930;38020;38580;40890;41510;44420;44380;46020;47630;48630;;28520;28850;29600;31270;31260;33020;33940;34950;36440;37390;39180;39890
E05000316;Mawneys;E09000016;Havering;29410;29750;31070;32990;33590;35730;36400;39090;39190;40770;42330;43350;;24750;25100;25840;27380;27470;29100;30010;31010;32420;33370;35080;35820
E05000317;Pettits;E09000016;Havering;34720;34980;36360;38440;38970;41260;41850;44740;44650;46250;47830;48780;;28880;29190;29920;31580;31550;33290;34190;35180;36640;37560;39330;40010
E05000318;Rainham and Wennington;E09000016;Havering;28910;29170;30380;32180;32690;34690;35280;37810;37840;39300;40750;41660;;24340;24630;25280;26730;26750;28290;29110;30020;31340;32200;33800;34470
E05000319;Romford Town;E09000016;Havering;31840;32100;33380;35310;35820;37950;38520;41210;41160;42660;44150;45060;;26690;26970;27660;29210;29190;30820;31660;32600;33970;34850;36510;37160
E05000320;St Andrew's;E09000016;Havering;32340;32630;33980;35980;36540;38760;39380;42180;42180;43760;45330;46300;;27070;27390;28120;29730;29740;31430;32330;33320;34760;35690;37420;38130
E05000321;South Hornchurch;E09000016;Havering;27060;27380;28600;30380;30950;32930;33570;36070;36180;37650;39110;40060;;22810;23140;23820;25260;25340;26870;27720;28650;29980;30870;32460;33160
E05000322;Squirrel's Heath;E09000016;Havering;33940;34450;36070;38400;39190;41760;42630;45850;46030;47950;49860;51110;;28300;28790;29700;31550;31710;33660;34760;35970;37660;38810;40840;41740
E05000323;Upminster;E09000016;Havering;39330;39990;41940;44690;45640;48660;49670;53410;53590;55780;57950;59340;;32230;32840;33930;36070;36270;38510;39770;41130;43040;44320;46590;47580
E05000324;Barnhill;E09000017;Hillingdon;28170;28270;29290;30860;31200;32940;33320;35540;35400;36590;37770;38450;;23720;23870;24380;25640;25530;26860;27500;28220;29310;29980;31320;31800
E05000325;Botwell;E09000017;Hillingdon;27740;27780;28720;30200;30470;32120;32440;34540;34350;35450;36540;37140;;23360;23460;23910;25100;24940;26180;26760;27420;28430;29030;30280;30700
E05000326;Brunel;E09000017;Hillingdon;30590;30730;31870;33610;34000;35910;36340;38770;38610;39900;41180;41900;;25670;25870;26450;27850;27760;29220;29940;30730;31930;32660;34120;34630
E05000327;Cavendish;E09000017;Hillingdon;36000;36600;38360;40870;41740;44490;45410;48840;49010;51020;53000;54290;;29790;30340;31340;33320;33500;35570;36730;37990;39760;40950;43050;43970
E05000328;Charville;E09000017;Hillingdon;31100;31260;32420;34200;34610;36570;37030;39530;39400;40750;42090;42870;;26070;26290;26890;28320;28230;29740;30480;31310;32560;33330;34850;35410
E05000329;Eastcote and East Ruislip;E09000017;Hillingdon;41820;42260;44030;46630;47350;50170;50910;54440;54320;56230;58100;59180;;33910;34360;35300;37340;37350;39460;40540;41730;43460;44540;46610;47380
E05000330;Harefield;E09000017;Hillingdon;33140;33380;34690;36650;37140;39300;39830;42540;42420;43890;45340;46190;;27650;27930;28630;30200;30150;31800;32630;33550;34910;35750;37390;37990
E05000331;Heathrow Villages;E09000017;Hillingdon;28160;28370;29510;31220;31680;33590;34110;36520;36510;37880;39240;40090;;23710;23950;24560;25940;25920;27380;28140;28990;30230;31040;32550;33170
E05000332;Hillingdon East;E09000017;Hillingdon;32050;32310;33600;35530;36030;38170;38730;41420;41360;42850;44330;45220;;26820;27100;27790;29350;29320;30950;31790;32720;34090;34960;36610;37250
E05000333;Ickenham;E09000017;Hillingdon;42400;42970;44900;47670;48500;51500;52350;56060;56020;58060;60050;61230;;34300;34850;35890;38030;38120;40330;41510;42780;44610;45770;47940;48770
E05000334;Manor;E09000017;Hillingdon;36150;36680;38390;40830;41630;44300;45150;48470;48570;50490;52380;53570;;29890;30400;31360;33280;33420;35430;36540;37740;39450;40570;42610;43460
E05000335;Northwood;E09000017;Hillingdon;39800;40310;42110;44720;45510;48360;49200;52750;52770;54780;56750;57970;;32500;33010;33990;36020;36120;38240;39380;40620;42400;43560;45680;46550
E05000336;Northwood Hills;E09000017;Hillingdon;35600;36150;37860;40310;41140;43820;44710;48060;48220;50180;52130;53380;;29500;30020;30980;32910;33070;35090;36230;37460;39200;40360;42430;43320
E05000337;Pinkwell;E09000017;Hillingdon;27860;27990;29030;30620;30990;32760;33180;35430;35320;36550;37770;38490;;23470;23640;24170;25450;25360;26710;27380;28130;29250;29950;31320;31830
E05000338;South Ruislip;E09000017;Hillingdon;32480;32970;34510;36740;37500;39960;40790;43870;44040;45880;47710;48910;;27150;27620;28490;30270;30420;32290;33350;34510;36130;37240;39180;40060
E05000339;Townfield;E09000017;Hillingdon;26270;26420;27420;28960;29340;31060;31500;33690;33640;34860;36080;36830;;22130;22300;22820;24050;24000;25300;25970;26720;27830;28540;29890;30430
E05000340;Uxbridge North;E09000017;Hillingdon;37910;38060;39410;41490;41890;44160;44590;47460;47160;48630;50060;50820;;31170;31400;32090;33760;33600;35330;36140;37040;38430;39240;40920;41470
E05000341;Uxbridge South;E09000017;Hillingdon;30400;30530;31630;33340;33700;35590;36000;38390;38220;39490;40740;41450;;25520;25700;26260;27640;27530;28970;29660;30440;31620;32330;33770;34270
E05000342;West Drayton;E09000017;Hillingdon;28720;28860;29920;31550;31920;33720;34140;36440;36310;37560;38780;39500;;24170;24350;24890;26200;26110;27490;28170;28930;30070;30780;32170;32680
E05000343;West Ruislip;E09000017;Hillingdon;37180;37590;39200;41550;42240;44830;45570;48820;48820;50650;52460;53580;;30650;31070;31940;33810;33850;35800;36840;37980;39620;40690;42670;43470
E05000344;Yeading;E09000017;Hillingdon;27750;28030;29220;30980;31500;33450;34020;36480;36500;37910;39300;40180;;23370;23670;24320;25740;25780;27270;28070;28960;30230;31060;32600;33240
E05000345;Yiewsley;E09000017;Hillingdon;28280;28410;29460;31080;31450;33240;33670;35960;35860;37110;38360;39100;;23810;23980;24520;25820;25730;27100;27780;28550;29690;30410;31810;32340
E05000346;Bedfont;E09000018;Hounslow;28130;28350;29490;31200;31670;33570;34100;36510;36490;37860;39200;40040;;22800;23040;23620;24950;24940;26340;27070;27890;29080;29850;31290;31870
E05000347;Brentford;E09000018;Hounslow;32560;32700;33900;35730;36110;38120;38540;41060;40840;42140;43420;44100;;26220;26420;27010;28430;28310;29790;30490;31270;32450;33150;34580;35040
E05000348;Chiswick Homefields;E09000018;Hounslow;48550;49100;51190;54230;55060;58330;59180;63250;63090;65280;67430;68670;;37060;37580;38640;40880;40890;43200;44380;45670;47560;48730;50990;51830
E05000349;Chiswick Riverside;E09000018;Hounslow;44980;45590;47630;50580;51470;54660;55590;59560;59550;61770;63940;65260;;34800;35350;36410;38590;38680;40940;42150;43460;45340;46550;48790;49680
E05000350;Cranford;E09000018;Hounslow;27850;28010;29070;30690;31080;32880;33330;35620;35540;36800;38040;38790;;22580;22760;23290;24540;24480;25800;26460;27210;28310;29010;30350;30860
E05000351;Feltham North;E09000018;Hounslow;29080;29300;30480;32230;32710;34660;35190;37670;37640;39040;40420;41270;;23560;23800;24400;25760;25750;27190;27940;28770;29990;30770;32250;32850
E05000352;Feltham West;E09000018;Hounslow;29120;29470;30770;32670;33260;35360;36020;38660;38730;40270;41790;42760;;23590;23930;24630;26100;26170;27730;28580;29510;30840;31730;33320;34010
E05000353;Hanworth;E09000018;Hounslow;26180;26530;27750;29520;30120;32080;32730;35190;35320;36770;38210;39140;;21210;21550;22220;23590;23710;25160;25980;26870;28130;28980;30490;31150
E05000354;Hanworth Park;E09000018;Hounslow;29960;30250;31530;33420;33970;36050;36660;39280;39300;40790;42270;43190;;24240;24550;25220;26680;26710;28250;29070;29970;31280;32130;33700;34340
E05000355;Heston Central;E09000018;Hounslow;31320;31400;32500;34200;34530;36420;36800;39210;39000;40260;41510;42200;;25290;25430;25960;27280;27140;28530;29180;29920;31050;31720;33110;33580
E05000356;Heston East;E09000018;Hounslow;31760;31850;32970;34700;35040;36960;37340;39780;39560;40840;42090;42790;;25620;25780;26310;27660;27520;28930;29590;30340;31480;32160;33560;34030
E05000357;Heston West;E09000018;Hounslow;27920;27950;28880;30350;30600;32240;32540;34630;34410;35490;36540;37120;;22640;22710;23130;24260;24090;25280;25820;26430;27390;27950;29120;29490
E05000358;Hounslow Central;E09000018;Hounslow;33320;33460;34670;36540;36920;38960;39390;41970;41750;43100;44420;45140;;26790;26990;27580;29030;28910;30410;31120;31920;33140;33860;35340;35830
E05000359;Hounslow Heath;E09000018;Hounslow;30860;30890;31910;33540;33810;35600;35910;38200;37940;39110;40260;40870;;24940;25040;25510;26770;26590;27900;28500;29170;30220;30830;32130;32530
E05000360;Hounslow South;E09000018;Hounslow;37310;37470;38820;40900;41330;43620;44110;47010;46790;48340;49860;50720;;29660;29880;30550;32160;32030;33710;34520;35430;36810;37640;39320;39920
E05000361;Hounslow West;E09000018;Hounslow;30320;30320;31290;32860;33100;34840;35150;37390;37140;38300;39440;40060;;24530;24600;25030;26250;26050;27320;27900;28560;29590;30200;31480;31890
E05000362;Isleworth;E09000018;Hounslow;31660;31860;33080;34930;35370;37400;37880;40440;40290;41660;43000;43770;;25540;25780;26400;27830;27770;29260;30000;30820;32040;32790;34260;34790
E05000363;Osterley and Spring Grove;E09000018;Hounslow;39700;39900;41380;43610;44080;46530;47040;50120;49850;51460;53030;53890;;31300;31580;32310;34030;33900;35690;36540;37500;38940;39800;41550;42140
E05000364;Syon;E09000018;Hounslow;33610;33870;35220;37230;37740;39930;40460;43210;43060;44530;45950;46760;;27000;27290;27980;29540;29490;31110;31910;32800;34110;34910;36480;37040
E05000365;Turnham Green;E09000018;Hounslow;44550;44900;46660;49280;49890;52730;53360;56890;56620;58460;60250;61230;;34520;34910;35790;37770;37690;39720;40720;41820;43460;44440;46410;47080
E05000366;Barnsbury;E09000019;Islington;41880;42560;44610;47520;48510;51690;52740;56670;56830;59110;61350;62770;;30620;31180;32210;34230;34410;36530;37710;38980;40770;41950;44080;44970
E05000367;Bunhill;E09000019;Islington;36810;37270;38950;41380;42150;44830;45660;49010;49090;51010;52900;54080;;27170;27580;28410;30120;30220;32020;33010;34090;35620;36620;38440;39200
E05000368;Caledonian;E09000019;Islington;33830;34180;35650;37820;38480;40890;41620;44650;44720;46470;48210;49320;;25030;25360;26070;27610;27660;29290;30170;31140;32530;33450;35130;35840
E05000369;Canonbury;E09000019;Islington;37630;38190;39980;42550;43410;46240;47150;50670;50800;52840;54850;56130;;27740;28220;29120;30930;31080;32970;34030;35180;36790;37860;39780;40590
E05000370;Clerkenwell;E09000019;Islington;40610;41200;43120;45870;46780;49800;50760;54510;54630;56790;58920;60270;;29780;30280;31230;33160;33300;35310;36430;37640;39340;40470;42500;43350
E05000371;Finsbury Park;E09000019;Islington;33940;34080;35320;37230;37650;39760;40220;42890;42710;44120;45510;46290;;25120;25280;25830;27180;27060;28480;29150;29910;31060;31750;33150;33620
E05000372;Highbury East;E09000019;Islington;45720;46330;48430;51460;52420;55740;56770;60920;61020;63400;65760;67250;;33100;33630;34650;36740;36860;39050;40250;41560;43420;44650;46870;47810
E05000373;Highbury West;E09000019;Islington;40220;40910;42910;45750;46760;49880;50940;54800;55010;57280;59520;60960;;29510;30080;31090;33080;33290;35360;36540;37820;39590;40780;42890;43800
E05000374;Hillrise;E09000019;Islington;36020;36520;38220;40660;41480;44190;45090;48470;48640;50650;52630;53930;;26610;27050;27900;29620;29760;31590;32610;33730;35310;36370;38260;39090
E05000375;Holloway;E09000019;Islington;32340;32820;34370;36610;37380;39860;40700;43780;43960;45780;47580;48760;;23930;24350;25140;26720;26880;28550;29500;30540;31980;32960;34670;35430
E05000376;Junction;E09000019;Islington;36970;37450;39140;41590;42380;45080;45930;49300;49400;51350;53270;54490;;27280;27710;28540;30270;30380;32200;33190;34280;35830;36850;38700;39470
E05000377;Mildmay;E09000019;Islington;37470;37880;39510;41910;42620;45260;46040;49340;49360;51240;53090;54230;;27630;28000;28800;30490;30540;32320;33270;34310;35810;36780;38570;39300
E05000378;St George's;E09000019;Islington;38490;38990;40740;43280;44090;46880;47740;51230;51310;53310;55280;56520;;28340;28780;29640;31430;31530;33400;34420;35540;37130;38170;40070;40860
E05000379;St Mary's;E09000019;Islington;43170;43860;45960;48950;49970;53230;54300;58360;58520;60870;63190;64670;;31470;32040;33080;35160;35340;37500;38710;40010;41850;43070;45250;46190
E05000380;St Peter's;E09000019;Islington;42920;43370;45200;47890;48640;51570;52370;56020;55940;57940;59900;61060;;31300;31710;32590;34470;34490;36450;37470;38580;40190;41210;43140;43870
E05000381;Tollington;E09000019;Islington;35290;35770;37410;39780;40570;43190;44040;47320;47450;49370;51270;52490;;26090;26510;27330;29010;29130;30900;31880;32960;34480;35490;37310;38090
E05000382;Abingdon;E09000020;Kensington and Chelsea;75010;76430;80290;85670;87600;93450;95430;102640;102990;107190;111310;113950;;36880;37640;38930;41440;41700;44290;45750;47320;49520;50980;53580;54690
E05000383;Brompton;E09000020;Kensington and Chelsea;83640;86270;91670;98880;102120;109950;113220;122720;124010;129900;135710;139710;;40290;41510;43330;46500;47160;50450;52460;54590;57430;59420;62740;64320
E05000384;Campden;E09000020;Kensington and Chelsea;91810;93930;99020;105990;108670;116200;118900;128110;128760;134190;139530;143000;;43380;44390;46040;49110;49510;52690;54500;56450;59140;60940;64110;65500
E05000385;Colville;E09000020;Kensington and Chelsea;57470;58470;61340;65410;66850;71300;72810;78320;78610;81840;85030;87080;;29380;29950;30960;32940;33140;35200;36370;37630;39390;40570;42660;43560
E05000386;Courtfield;E09000020;Kensington and Chelsea;82010;84240;89170;95830;98640;105870;108720;117530;118500;123880;129190;132770;;39660;40730;42380;45360;45880;48970;50800;52760;55420;57250;60370;61810
E05000387;Cremorne;E09000020;Kensington and Chelsea;58530;59480;62350;66420;67820;72280;73750;79270;79500;82710;85880;87900;;29860;30410;31410;33390;33570;35630;36780;38030;39780;40950;43030;43920
E05000388;Earl's Court;E09000020;Kensington and Chelsea;62110;62740;65380;69240;70310;74530;75670;80940;80820;83730;86590;88300;;31460;31870;32740;34630;34640;36600;37620;38740;40360;41390;43350;44100
E05000389;Golborne;E09000020;Kensington and Chelsea;38550;39150;41050;43770;44770;47800;48890;52690;53000;55300;57580;59110;;19940;20310;20990;22350;22520;23960;24810;25730;27000;27880;29390;30100
E05000390;Hans Town;E09000020;Kensington and Chelsea;68600;71140;76000;82450;85650;92770;96140;104890;106710;112560;118430;122800;;34250;35470;37210;40150;40930;44030;46030;48170;50970;53040;56330;58100
E05000391;Holland;E09000020;Kensington and Chelsea;77180;78480;82260;87590;89350;95080;96850;103900;103990;107930;111790;114140;;37760;38460;39710;42190;42370;44920;46300;47800;49910;51270;53770;54770
E05000392;Norland;E09000020;Kensington and Chelsea;67340;69090;73080;78550;80890;86930;89420;96880;97930;102670;107400;110760;;33710;34610;36010;38560;39040;41730;43360;45130;47510;49210;52030;53430
E05000393;Notting Barns;E09000020;Kensington and Chelsea;46270;47120;49520;52900;54190;57950;59340;64030;64470;67340;70200;72150;;24020;24520;25390;27070;27300;29090;30140;31280;32840;33940;35800;36690
E05000394;Pembridge;E09000020;Kensington and Chelsea;76550;78000;81940;87450;89420;95410;97450;104840;105230;109560;113820;116580;;37500;38270;39590;42130;42400;45050;46540;48150;50390;51890;54560;55710
E05000395;Queen's Gate;E09000020;Kensington and Chelsea;88780;90800;95700;102410;104970;112220;114790;123640;124210;129400;134490;137770;;42250;43230;44820;47810;48190;51270;53030;54910;57500;59240;62300;63630
E05000396;Redcliffe;E09000020;Kensington and Chelsea;78310;79400;83000;88140;89710;95280;96900;103800;103760;107590;111340;113600;;38210;38830;40000;42410;42510;45000;46320;47760;49820;51130;53590;54550
E05000397;Royal Hospital;E09000020;Kensington and Chelsea;82640;84430;88930;95150;97550;104360;106870;115270;116000;121080;126110;129490;;39900;40800;42290;45100;45480;48410;50120;51960;54490;56230;59230;60600
E05000398;St Charles;E09000020;Kensington and Chelsea;44640;45540;47930;51300;52640;56390;57850;62530;63070;65990;68910;70930;;23190;23710;24600;26270;26550;28330;29400;30570;32160;33290;35170;36100
E05000399;Stanley;E09000020;Kensington and Chelsea;83520;84140;87410;92290;93410;98690;99860;106480;105980;109450;112840;114710;;40240;40690;41710;44010;43920;46300;47470;48760;50680;51850;54170;54990
E05000400;Alexandra;E09000021;Kingston upon Thames;36890;37310;38930;41280;41960;44540;45270;48490;48470;50280;52060;53150;;29190;29600;30450;32230;32280;34140;35130;36210;37770;38770;40640;41390
E05000401;Berrylands;E09000021;Kingston upon Thames;37360;37850;39550;42000;42760;45450;46250;49590;49620;51510;53370;54530;;29510;29970;30870;32730;32820;34750;35790;36930;38550;39600;41540;42330
E05000402;Beverley;E09000021;Kingston upon Thames;37640;37920;39400;41620;42150;44580;45150;48190;48010;49640;51230;52140;;29710;30020;30770;32470;32410;34170;35040;36010;37450;38340;40080;40700
E05000403;Canbury;E09000021;Kingston upon Thames;43820;44090;45740;48220;48750;51440;51990;55380;55060;56810;58520;59440;;33800;34130;34940;36820;36700;38630;39560;40590;42150;43080;44960;45600
E05000404;Chessington North and Hook;E09000021;Kingston upon Thames;32190;32580;34030;36130;36780;39100;39820;42730;42810;44490;46170;47240;;25830;26210;26990;28600;28680;30380;31300;32320;33770;34740;36480;37230
E05000405;Chessington South;E09000021;Kingston upon Thames;34070;34420;35870;38000;38610;40950;41600;44540;44510;46150;47760;48740;;27200;27550;28310;29950;29970;31680;32580;33570;35000;35910;37630;38310
E05000406;Coombe Hill;E09000021;Kingston upon Thames;40680;41220;43080;45750;46580;49500;50380;54030;54080;56160;58220;59520;;31750;32250;33220;35220;35320;37400;38520;39750;41510;42660;44770;45650
E05000407;Coombe Vale;E09000021;Kingston upon Thames;40330;40740;42440;44950;45640;48380;49130;52580;52530;54450;56340;57500;;31520;31930;32810;34690;34710;36680;37710;38840;40490;41550;43540;44320
E05000408;Grove;E09000021;Kingston upon Thames;40460;40580;41980;44130;44490;46810;47180;50110;49680;51110;52490;53170;;31610;31830;32500;34160;33960;35650;36420;37270;38590;39340;40940;41410
E05000409;Norbiton;E09000021;Kingston upon Thames;31920;32100;33300;35130;35540;37550;38000;40520;40350;41690;43000;43740;;25630;25850;26450;27870;27780;29250;29970;30770;31970;32690;34140;34650
E05000410;Old Malden;E09000021;Kingston upon Thames;36950;37410;39060;41450;42170;44790;45560;48840;48860;50720;52550;53680;;29230;29670;30530;32350;32420;34310;35330;36440;38030;39070;40980;41760
E05000411;St James;E09000021;Kingston upon Thames;37500;37920;39550;41930;42620;45210;45940;49190;49160;50960;52740;53810;;29610;30020;30870;32680;32720;34600;35580;36670;38230;39230;41110;41850
E05000412;St Mark's;E09000021;Kingston upon Thames;40120;40670;42520;45160;45980;48860;49710;53270;53280;55280;57230;58420;;31380;31890;32860;34840;34930;36990;38090;39280;40990;42090;44120;44930
E05000413;Surbiton Hill;E09000021;Kingston upon Thames;38910;39330;41000;43450;44150;46840;47580;50940;50910;52780;54630;55750;;30570;30980;31850;33700;33740;35670;36690;37800;39420;40450;42390;43160
E05000414;Tolworth and Hook Rise;E09000021;Kingston upon Thames;33670;33990;35410;37490;38080;40380;41010;43900;43870;45500;47100;48080;;26910;27250;27980;29590;29600;31280;32160;33130;34550;35450;37160;37840
E05000415;Tudor;E09000021;Kingston upon Thames;43280;43950;46020;48960;49910;53110;54100;58060;58140;60400;62620;64010;;33450;34040;35120;37280;37430;39680;40900;42230;44120;45350;47600;48530
E05000416;Bishop's;E09000022;Lambeth;34880;35340;36940;39260;39990;42530;43310;46470;46520;48320;50080;51170;;28010;28450;29320;31090;31200;33050;34070;35170;36730;37740;39600;40360
E05000417;Brixton Hill;E09000022;Lambeth;33150;33630;35190;37440;38190;40660;41460;44550;44670;46460;48230;49370;;26730;27180;28030;29760;29890;31710;32720;33820;35370;36400;38250;39050
E05000418;Clapham Common;E09000022;Lambeth;45720;46210;48160;51000;51760;54840;55630;59460;59310;61380;63410;64590;;35480;35960;36960;39080;39090;41290;42410;43640;45440;46570;48720;49520
E05000419;Clapham Town;E09000022;Lambeth;38780;39380;41250;43900;44790;47690;48620;52210;52330;54400;56430;57720;;30810;31350;32360;34370;34530;36620;37780;39030;40800;41970;44070;44960
E05000420;Coldharbour;E09000022;Lambeth;27640;27960;29200;31010;31570;33570;34190;36690;36750;38180;39600;40490;;22390;22710;23380;24780;24850;26330;27130;28010;29270;30090;31590;32220
E05000421;Ferndale;E09000022;Lambeth;34500;34900;36420;38650;39310;41750;42460;45510;45520;47230;48920;49960;;27730;28130;28940;30650;30710;32500;33450;34500;36000;36970;38760;39480
E05000422;Gipsy Hill;E09000022;Lambeth;30110;30610;32110;34250;35020;37390;38230;41180;41410;43190;44970;46160;;24390;24850;25690;27350;27540;29290;30300;31400;32930;33980;35810;36650
E05000423;Herne Hill;E09000022;Lambeth;34670;35270;37000;39470;40360;43070;44030;47420;47650;49680;51700;53040;;27860;28400;29360;31250;31450;33440;34580;35820;37540;38710;40770;41700
E05000424;Knight's Hill;E09000022;Lambeth;32020;32380;33780;35840;36460;38730;39410;42260;42290;43920;45540;46550;;25870;26230;26970;28560;28620;30290;31190;32180;33600;34530;36240;36950
E05000425;Larkhall;E09000022;Lambeth;32620;32990;34410;36490;37110;39390;40040;42890;42870;44460;46020;46970;;26330;26690;27450;29060;29100;30780;31670;32640;34040;34930;36610;37260
E05000426;Oval;E09000022;Lambeth;34660;35030;36530;38720;39350;41740;42410;45400;45360;47010;48620;49580;;27850;28230;29010;30700;30730;32490;33410;34420;35880;36800;38540;39200
E05000427;Prince's;E09000022;Lambeth;33220;33570;35000;37090;37690;39980;40620;43470;43420;44990;46520;47420;;26780;27130;27880;29500;29530;31220;32100;33060;34450;35330;36980;37600
E05000428;St Leonard's;E09000022;Lambeth;35730;36050;37520;39700;40280;42680;43310;46320;46240;47900;49530;50510;;28630;28970;29730;31410;31400;33160;34060;35060;36520;37440;39200;39880
E05000429;Stockwell;E09000022;Lambeth;29720;30110;31480;33470;34120;36310;37020;39770;39870;41470;43050;44070;;24080;24450;25200;26740;26850;28470;29370;30350;31740;32670;34330;35050
E05000430;Streatham Hill;E09000022;Lambeth;33770;34180;35680;37890;38580;41010;41770;44840;44940;46730;48510;49650;;27190;27590;28390;30090;30180;31970;32950;34030;35570;36600;38450;39250
E05000431;Streatham South;E09000022;Lambeth;33240;33450;34740;36680;37160;39300;39830;42540;42420;43910;45370;46230;;26800;27040;27690;29200;29140;30720;31510;32390;33700;34520;36110;36710
E05000432;Streatham Wells;E09000022;Lambeth;33790;34120;35550;37660;38260;40580;41220;44130;44100;45730;47340;48320;;27200;27550;28300;29930;29950;31650;32540;33530;34950;35870;37590;38270
E05000433;Thornton;E09000022;Lambeth;35340;35900;37610;40060;40900;43590;44500;47860;48040;50030;52010;53300;;28350;28860;29800;31670;31840;33800;34910;36120;37820;38960;40980;41880
E05000434;Thurlow Park;E09000022;Lambeth;36910;37290;38860;41180;41840;44380;45100;48290;48260;50050;51820;52900;;29480;29870;30690;32470;32500;34360;35340;36410;37970;38970;40850;41600
E05000435;Tulse Hill;E09000022;Lambeth;30340;30740;32140;34160;34820;37050;37750;40530;40610;42210;43790;44800;;24560;24950;25710;27280;27380;29030;29930;30920;32320;33240;34910;35610
E05000436;Vassall;E09000022;Lambeth;29340;29750;31130;33120;33780;35980;36710;39450;39570;41180;42770;43790;;23770;24160;24920;26460;26590;28210;29130;30120;31510;32450;34110;34830
E05000437;Bellingham;E09000023;Lewisham;25610;25900;27050;28730;29270;31150;31750;34110;34200;35590;36960;37860;;21580;21890;22530;23890;23970;25410;26210;27090;28340;29180;30680;31340
E05000438;Blackheath;E09000023;Lewisham;37140;37700;39470;42000;42830;45590;46470;49910;50020;52000;53960;55200;;30780;31320;32310;34310;34450;36540;37690;38940;40700;41870;43980;44870
E05000439;Brockley;E09000023;Lewisham;30950;31390;32840;34940;35640;37950;38700;41590;41710;43390;45060;46130;;26050;26490;27310;29000;29130;30900;31890;32970;34490;35500;37320;38100
E05000440;Catford South;E09000023;Lewisham;34010;34260;35610;37630;38130;40340;40890;43670;43540;45050;46530;47390;;28440;28740;29450;31080;31030;32720;33570;34510;35910;36770;38460;39070
E05000441;Crofton Park;E09000023;Lewisham;33620;34240;35970;38410;39320;42010;42990;46340;46620;48650;50670;52020;;28150;28720;29730;31670;31910;33960;35150;36440;38220;39450;41580;42560
E05000442;Downham;E09000023;Lewisham;24250;24640;25830;27550;28180;30100;30800;33200;33410;34870;36330;37320;;20380;20760;21460;22850;23030;24510;25390;26340;27650;28570;30140;30880
E05000443;Evelyn;E09000023;Lewisham;24320;24670;25840;27520;28110;29990;30640;33000;33170;34590;36010;36950;;20440;20790;21460;22820;22960;24410;25250;26170;27450;28330;29850;30560
E05000444;Forest Hill;E09000023;Lewisham;32240;32830;34480;36820;37680;40270;41200;44420;44680;46630;48570;49880;;27070;27630;28590;30460;30690;32660;33810;35060;36780;37970;40010;40960
E05000445;Grove Park;E09000023;Lewisham;29730;30080;31400;33340;33940;36090;36760;39450;39530;41100;42660;43660;;25070;25420;26160;27730;27800;29450;30360;31350;32770;33710;35420;36150
E05000446;Ladywell;E09000023;Lewisham;33470;33890;35400;37590;38280;40690;41420;44430;44490;46210;47920;48990;;28030;28450;29300;31050;31140;32980;33980;35070;36630;37650;39520;40290
E05000447;Lee Green;E09000023;Lewisham;34730;35280;36970;39370;40200;42850;43730;47030;47200;49140;51060;52300;;28990;29510;30470;32390;32560;34570;35700;36930;38650;39810;41860;42760
E05000448;Lewisham Central;E09000023;Lewisham;29860;30180;31480;33380;33950;36050;36670;39300;39310;40800;42270;43180;;25170;25510;26230;27760;27810;29420;30290;31230;32590;33470;35100;35760
